gene,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster
ENG,0,2.297700704,0.666,0.087,0,endothelial
CEMIP2,0,2.291505402,0.613,0.142,0,endothelial
SLC9A3R2,0,2.283840903,0.67,0.098,0,endothelial
TIMP4,0,2.27699438,0.585,0.05,0,endothelial
L1TD1li5,0,2.26893863,0.505,0.071,0,endothelial
RBP5,0,2.255018173,0.586,0.052,0,endothelial
EHD3,0,2.253143462,0.535,0.115,0,endothelial
MAL,0,2.215948467,0.663,0.115,0,endothelial
MT1,0,2.197259587,0.888,0.502,0,endothelial
TMEM176A,0,2.170732484,0.807,0.423,0,endothelial
TSC22D1,0,2.142160759,0.735,0.386,0,endothelial
CSGALNACT1,0,2.11296414,0.601,0.102,0,endothelial
DLC1,0,2.081938241,0.646,0.149,0,endothelial
INSR,0,2.068777249,0.752,0.424,0,endothelial
EGFL7,0,2.044331638,0.645,0.124,0,endothelial
ERG,0,2.044322466,0.552,0.034,0,endothelial
CYP7B1,0,2.017647188,0.559,0.094,0,endothelial
CALCRL,0,2.010033719,0.56,0.039,0,endothelial
COL4A1,0,1.969556045,0.559,0.055,0,endothelial
RAPGEF5,0,1.966014933,0.572,0.113,0,endothelial
GYPC,0,1.963229551,0.7,0.304,0,endothelial
TMEM88,0,1.944237092,0.546,0.054,0,endothelial
SPARC,0,1.926838691,0.69,0.125,0,endothelial
LDB2,0,1.924700197,0.515,0.036,0,endothelial
PHACTR2,0,1.916293477,0.631,0.191,0,endothelial
TSORFli91,0,1.91624866,0.492,0.079,0,endothelial
ADAMTS5,0,1.896642114,0.494,0.069,0,endothelial
PREX2,0,1.859491339,0.531,0.045,0,endothelial
C1ORF115,0,1.842924569,0.697,0.421,0,endothelial
TINAGL1,0,1.838248504,0.543,0.052,0,endothelial
SNCG,0,1.814009672,0.711,0.219,0,endothelial
MAF,0,1.801163165,0.57,0.146,0,endothelial
BST2,0,1.800029303,0.818,0.531,0,endothelial
TRIM4li1,0,1.782678757,0.637,0.236,0,endothelial
KLF2,0,1.779266225,0.583,0.153,0,endothelial
TJP1,0,1.777326005,0.636,0.225,0,endothelial
ITGA2,0,1.731569782,0.736,0.361,0,endothelial
HGF,0,1.721164191,0.409,0.031,0,endothelial
FMO2li1,0,1.711225735,0.575,0.087,0,endothelial
FKBP5,0,1.705699261,0.727,0.252,0,endothelial
SELENOP,0,1.705347336,0.904,0.653,0,endothelial
TCIM,0,1.686995736,0.415,0.031,0,endothelial
S100A13,0,1.683898102,0.694,0.323,0,endothelial
UTRN,0,1.656271057,0.753,0.49,0,endothelial
MSN,0,1.651751,0.674,0.218,0,endothelial
RARB,0,1.65148591,0.432,0.038,0,endothelial
UPP1,0,1.635253976,0.467,0.042,0,endothelial
ANXA2,0,1.626100666,0.745,0.327,0,endothelial
COL13A1,0,1.626030368,0.435,0.024,0,endothelial
BMPR2,0,1.622908881,0.583,0.222,0,endothelial
COL4A2,0,1.611498534,0.459,0.048,0,endothelial
FKBP1A,0,1.601595231,0.813,0.546,0,endothelial
LAPTM4B,0,1.591156191,0.566,0.194,0,endothelial
ID3,0,1.590864169,0.755,0.297,0,endothelial
ARHGAP29,0,1.587936176,0.483,0.061,0,endothelial
PRDM4,0,1.586563482,0.448,0.117,0,endothelial
LIMCH1,0,1.57772166,0.592,0.232,0,endothelial
CDC42EP3,0,1.570631313,0.495,0.121,0,endothelial
TMEM176B,0,1.570162492,0.755,0.473,0,endothelial
YWHAHli1,0,1.566032168,0.6,0.278,0,endothelial
CLIC4,0,1.564169652,0.536,0.129,0,endothelial
DLL4,0,1.558352998,0.412,0.032,0,endothelial
LIFR,0,1.557880711,0.451,0.107,0,endothelial
GGTA1,0,1.55536514,0.571,0.162,0,endothelial
SEC14L1,0,1.554347044,0.718,0.428,0,endothelial
HEG1,0,1.542603426,0.539,0.197,0,endothelial
DDIT4,0,1.542263196,0.698,0.333,0,endothelial
JCAD,0,1.533364413,0.493,0.132,0,endothelial
CYYR1,0,1.520220448,0.418,0.022,0,endothelial
CALM1li2,0,1.514162114,0.94,0.845,0,endothelial
MT2,0,1.513564897,0.838,0.543,0,endothelial
AHNAK,0,1.505972742,0.688,0.24,0,endothelial
HES1,0,1.502622475,0.578,0.305,0,endothelial
MT3,0,1.498166682,0.9,0.66,0,endothelial
CDH5,0,1.495755159,0.427,0.03,0,endothelial
TMEM204,0,1.493249188,0.434,0.037,0,endothelial
ANGPTL4li1,0,1.491609094,0.461,0.194,0,endothelial
ITGA9,0,1.490301704,0.465,0.089,0,endothelial
MACF1,0,1.465031422,0.666,0.396,0,endothelial
FKBP11,0,1.445295177,0.477,0.158,0,endothelial
DNM3,0,1.432244339,0.34,0.043,0,endothelial
PLAU,0,1.432004995,0.41,0.064,0,endothelial
CHTOP,0,1.425764023,0.642,0.404,0,endothelial
SFRP1,0,1.417895534,0.638,0.334,0,endothelial
SEMA3F,0,1.412503245,0.418,0.042,0,endothelial
SOX18,0,1.408109329,0.375,0.022,0,endothelial
GJC3,0,1.402190411,0.413,0.038,0,endothelial
TMEM47li1,0,1.400900317,0.439,0.18,0,endothelial
CRIM1,0,1.399262502,0.444,0.116,0,endothelial
FMNL2,0,1.390489007,0.476,0.164,0,endothelial
KLF7,0,1.38803695,0.415,0.07,0,endothelial
FRMD4B,0,1.384629831,0.431,0.082,0,endothelial
ITPRIP,0,1.381812655,0.442,0.086,0,endothelial
CABLES1li1,0,1.377301546,0.387,0.071,0,endothelial
IFITM2,0,1.37372802,0.556,0.136,0,endothelial
FCGRT,0,1.370230234,0.532,0.131,0,endothelial
NRP2,0,1.359240539,0.431,0.067,0,endothelial
ADGRL2,0,1.359227906,0.507,0.205,0,endothelial
SH2D3C,0,1.357746727,0.438,0.065,0,endothelial
RHOB,0,1.354135431,0.767,0.481,0,endothelial
NCOA3,0,1.353793629,0.476,0.158,0,endothelial
STC2,0,1.343337681,0.315,0.02,0,endothelial
OSMR,0,1.341223348,0.411,0.065,0,endothelial
HOXB3,0,1.337591118,0.436,0.098,0,endothelial
CRIP2,0,1.335242209,0.441,0.075,0,endothelial
ZBTB16,0,1.334203551,0.616,0.211,0,endothelial
GATA6,0,1.332526756,0.498,0.224,0,endothelial
MMD,0,1.329172189,0.46,0.162,0,endothelial
HSPB1,0,1.327691255,0.75,0.476,0,endothelial
CCM2L,0,1.326251962,0.378,0.035,0,endothelial
RAPH1,0,1.321163194,0.382,0.054,0,endothelial
FERMT2,0,1.319790698,0.575,0.282,0,endothelial
CCDC85B,0,1.319771821,0.516,0.225,0,endothelial
RAI14,0,1.310756566,0.385,0.047,0,endothelial
TBXA2R,0,1.306112215,0.381,0.03,0,endothelial
KLF9,0,1.305425236,0.603,0.294,0,endothelial
TLR4,0,1.304302299,0.487,0.123,0,endothelial
SEMA3D,0,1.303410834,0.434,0.11,0,endothelial
ASAP1,0,1.303385154,0.472,0.172,0,endothelial
EXOC3L2,0,1.300800506,0.365,0.021,0,endothelial
ADAMTS1,0,1.298444297,0.362,0.052,0,endothelial
TPM4,0,1.290034129,0.636,0.368,0,endothelial
GPM6A,0,1.288065,0.355,0.021,0,endothelial
DAPK2,0,1.284299961,0.347,0.029,0,endothelial
NSA2li30,0,1.277304288,0.292,0.084,0,endothelial
RHOJ,0,1.274726488,0.36,0.03,0,endothelial
IRX3,0,1.273563346,0.336,0.038,0,endothelial
CASTOR1,0,1.2642137,0.425,0.125,0,endothelial
CD300LG,0,1.26333591,0.314,0.018,0,endothelial
PPP2R5A,0,1.262470486,0.525,0.25,0,endothelial
RGS2,0,1.260413915,0.657,0.386,0,endothelial
ID1,0,1.259505572,0.404,0.109,0,endothelial
ACER2,0,1.258782273,0.353,0.054,0,endothelial
TP53INP2,0,1.25812799,0.495,0.395,0,endothelial
PTPRM,0,1.251287001,0.37,0.05,0,endothelial
RASGRP3,0,1.246102057,0.334,0.025,0,endothelial
EFNA1,0,1.245543019,0.441,0.142,0,endothelial
ITGB1,0,1.241248858,0.713,0.495,0,endothelial
SASH1,0,1.238113727,0.533,0.263,0,endothelial
RASAL2,0,1.233900741,0.433,0.102,0,endothelial
THY1,0,1.228856141,0.44,0.082,0,endothelial
SOX17,0,1.228837359,0.283,0.019,0,endothelial
TACC1li1,0,1.21966817,0.413,0.112,0,endothelial
SETD7,0,1.216633473,0.448,0.171,0,endothelial
FAM107Ali1,0,1.215703134,0.327,0.018,0,endothelial
ANXA5,0,1.210842202,0.675,0.416,0,endothelial
PDK4,0,1.206835451,0.645,0.371,0,endothelial
TMEM26,0,1.203340514,0.355,0.041,0,endothelial
SDC4,0,1.201388828,0.515,0.189,0,endothelial
DGKH,0,1.195057539,0.378,0.101,0,endothelial
JAM3,0,1.194131335,0.381,0.071,0,endothelial
PRCP,0,1.193998168,0.429,0.134,0,endothelial
SNX9li1,0,1.188670045,0.544,0.301,0,endothelial
TIE1,0,1.188406906,0.336,0.019,0,endothelial
FLT4,0,1.185048584,0.329,0.022,0,endothelial
IGFBP7,0,1.179764088,0.58,0.223,0,endothelial
MYCT1,0,1.179666925,0.332,0.015,0,endothelial
RAB13,0,1.177435821,0.57,0.375,0,endothelial
PEA15,0,1.177150063,0.553,0.262,0,endothelial
B2M,0,1.174964509,0.972,0.902,0,endothelial
TYMS,0,1.171205719,0.367,0.058,0,endothelial
TCF7L1,0,1.168994616,0.341,0.028,0,endothelial
DYSF,0,1.165168862,0.331,0.019,0,endothelial
CNN3li2,0,1.157473363,0.732,0.481,0,endothelial
PARVB,0,1.153766117,0.376,0.081,0,endothelial
PTGES,0,1.150943071,0.361,0.064,0,endothelial
PLPP1,0,1.150766772,0.599,0.369,0,endothelial
ZCCHC24,0,1.145830617,0.475,0.215,0,endothelial
SEMA6A,0,1.14530274,0.339,0.047,0,endothelial
TAGLN2,0,1.136764651,0.542,0.233,0,endothelial
HLA-B,0,1.13654591,0.523,0.207,0,endothelial
1A01li1,0,1.135861451,0.913,0.702,0,endothelial
SRGN,0,1.129851836,0.864,0.382,0,endothelial
ZEB1,0,1.129752551,0.466,0.202,0,endothelial
1A01li6,0,1.126095619,0.517,0.225,0,endothelial
RPS6KA3,0,1.124313518,0.485,0.267,0,endothelial
HES2,0,1.109286624,0.284,0.013,0,endothelial
FZD4,0,1.10618325,0.341,0.05,0,endothelial
INPP1,0,1.102180611,0.388,0.135,0,endothelial
TM4SF18,0,1.099770617,0.295,0.014,0,endothelial
MINDY2,0,1.099331633,0.5,0.262,0,endothelial
BCL6B,0,1.098490589,0.284,0.02,0,endothelial
STAB1,0,1.096419839,0.325,0.039,0,endothelial
RBMS2,0,1.095459161,0.361,0.088,0,endothelial
ORAI1,0,1.094576866,0.397,0.118,0,endothelial
TAL1,0,1.093283419,0.262,0.012,0,endothelial
CD99,0,1.08428942,0.471,0.138,0,endothelial
SMTN,0,1.07828429,0.321,0.034,0,endothelial
CYP26B1,0,1.073123082,0.186,0.011,0,endothelial
CPNE8,0,1.072552963,0.326,0.039,0,endothelial
RNASE4,0,1.071340157,0.475,0.109,0,endothelial
KIAA0355,0,1.064769124,0.437,0.194,0,endothelial
ULK2,0,1.061236553,0.494,0.247,0,endothelial
LGALS9,0,1.059056921,0.387,0.087,0,endothelial
SLCO2A1,0,1.058924553,0.265,0.018,0,endothelial
CS012,0,1.050408204,0.365,0.107,0,endothelial
OSBPL1A,0,1.045197584,0.353,0.091,0,endothelial
PSMB9,0,1.044794533,0.539,0.204,0,endothelial
KCTD12li5,0,1.044707609,0.397,0.136,0,endothelial
RBMS3li1,0,1.041968737,0.35,0.049,0,endothelial
CCDC50,0,1.036658586,0.634,0.381,0,endothelial
CDA,0,1.036451412,0.291,0.017,0,endothelial
CMTM1,0,1.035497113,0.455,0.217,0,endothelial
PTPRG,0,1.034015398,0.429,0.249,0,endothelial
EPHB4,0,1.033019215,0.293,0.018,0,endothelial
TMEM98,0,1.029474045,0.462,0.241,0,endothelial
GRB10,0,1.029037513,0.288,0.048,0,endothelial
NRP1,0,1.028934686,0.289,0.045,0,endothelial
LORF2li312,0,1.028497575,0.427,0.292,0,endothelial
TNFSF10,0,1.026202038,0.344,0.065,0,endothelial
SMAD4,0,1.024437758,0.468,0.274,0,endothelial
SERINC3,0,1.019456712,0.691,0.534,0,endothelial
NFIB,0,1.014274462,0.569,0.36,0,endothelial
PCDH12,0,1.013695402,0.284,0.013,0,endothelial
PTPN14,0,1.01257791,0.327,0.094,0,endothelial
SOCS5,0,1.010658246,0.433,0.23,0,endothelial
ARHGEF15,0,1.010494506,0.279,0.015,0,endothelial
APBB2,0,1.010443871,0.567,0.266,0,endothelial
MGAT4B,0,1.00746675,0.435,0.21,0,endothelial
NTAN1li1,0,1.003251244,0.53,0.29,0,endothelial
EMID1,0,1.000342417,0.288,0.032,0,endothelial
SELP,0,0.996732728,0.255,0.018,0,endothelial
FAM171A1,0,0.992195229,0.269,0.029,0,endothelial
PNP,0,0.991088142,0.408,0.139,0,endothelial
STC1,0,0.987820859,0.205,0.02,0,endothelial
FAM107B,0,0.984326658,0.615,0.326,0,endothelial
CDC42EP1,0,0.982201501,0.374,0.117,0,endothelial
MSRB3,0,0.976114998,0.29,0.027,0,endothelial
SERPINH1,0,0.975948121,0.431,0.21,0,endothelial
SPTAN1,0,0.975513332,0.405,0.175,0,endothelial
NUP93,0,0.964437362,0.332,0.111,0,endothelial
NMT2li1,0,0.961596808,0.273,0.035,0,endothelial
CAV2,0,0.958255226,0.312,0.087,0,endothelial
NR2F1,0,0.95507085,0.222,0.038,0,endothelial
ARL4Ali1,0,0.950010032,0.345,0.143,0,endothelial
HIF3A,0,0.947386545,0.32,0.061,0,endothelial
PLXND1,0,0.945687547,0.336,0.09,0,endothelial
LIMS2,0,0.943873176,0.284,0.031,0,endothelial
CLEC2L,0,0.943050739,0.294,0.076,0,endothelial
DTNBP1,0,0.940777206,0.309,0.083,0,endothelial
AOPEP,0,0.938597302,0.475,0.291,0,endothelial
NEDD4li1,0,0.936181452,0.276,0.037,0,endothelial
CAVIN1,0,0.932972846,0.295,0.036,0,endothelial
ITM2B,0,0.930912072,0.892,0.829,0,endothelial
ROBO4,0,0.930448302,0.257,0.017,0,endothelial
ADAMTS9,0,0.928059482,0.372,0.172,0,endothelial
PDE7B,0,0.927880781,0.246,0.023,0,endothelial
NUMB,0,0.923918733,0.354,0.135,0,endothelial
SULF2,0,0.923822199,0.309,0.082,0,endothelial
SLK,0,0.923526851,0.453,0.286,0,endothelial
POMP,0,0.918517536,0.695,0.561,0,endothelial
PCDH17,0,0.917888661,0.292,0.053,0,endothelial
NCKAP1,0,0.91034872,0.447,0.273,0,endothelial
SNRKli1,0,0.896644508,0.43,0.252,0,endothelial
GPIHBP1,0,0.893472726,0.263,0.041,0,endothelial
FSCN1,0,0.887627123,0.263,0.04,0,endothelial
PPIP5K2,0,0.88580217,0.348,0.194,0,endothelial
SMOC1,0,0.88388403,0.242,0.017,0,endothelial
MAPK3,0,0.881605694,0.401,0.19,0,endothelial
NRARP,0,0.880102633,0.234,0.014,0,endothelial
PLSCR4,0,0.879647182,0.349,0.107,0,endothelial
ACTN1,0,0.878468549,0.309,0.08,0,endothelial
TP53INP1,0,0.877606581,0.484,0.247,0,endothelial
SYPL1,0,0.873481951,0.484,0.329,0,endothelial
C1QTNF5,0,0.872824432,0.264,0.041,0,endothelial
RAP1A,0,0.871749953,0.59,0.405,0,endothelial
ARHGAP26,0,0.87071342,0.365,0.12,0,endothelial
PTTG1IP,0,0.869599441,0.513,0.35,0,endothelial
STOX2,0,0.862105384,0.254,0.053,0,endothelial
SELENOM,0,0.861622303,0.525,0.335,0,endothelial
ACADL,0,0.858654518,0.308,0.077,0,endothelial
GRASP,0,0.857683083,0.289,0.053,0,endothelial
XDH,0,0.855855484,0.208,0.016,0,endothelial
ARAP3,0,0.85525147,0.247,0.025,0,endothelial
PPM1F,0,0.85424955,0.272,0.056,0,endothelial
FNBP1L,0,0.852830241,0.455,0.284,0,endothelial
MYO6,0,0.852813617,0.373,0.209,0,endothelial
EGLN3,0,0.85268483,0.228,0.046,0,endothelial
ZNF366,0,0.846876825,0.234,0.018,0,endothelial
CTNND1,0,0.846309915,0.381,0.202,0,endothelial
PBX1,0,0.84504794,0.456,0.312,0,endothelial
GPRC5B,0,0.843749635,0.248,0.027,0,endothelial
C1ORF54,0,0.843098987,0.217,0.02,0,endothelial
HSP90B1li3,0,0.841055186,0.807,0.713,0,endothelial
SCPEP1,0,0.840233207,0.5,0.338,0,endothelial
ETS1,0,0.838494646,0.408,0.119,0,endothelial
ADAM10,0,0.83782191,0.391,0.222,0,endothelial
RBMS1,0,0.837035836,0.439,0.233,0,endothelial
INKA1,0,0.836461646,0.228,0.022,0,endothelial
SKI,0,0.835290252,0.374,0.171,0,endothelial
CASKIN2,0,0.834311486,0.319,0.131,0,endothelial
CTSLli3,0,0.83395059,0.651,0.418,0,endothelial
RCAN1,0,0.833388864,0.399,0.171,0,endothelial
RASGRF2,0,0.832732779,0.226,0.012,0,endothelial
CPE,0,0.832594597,0.371,0.121,0,endothelial
N4BP1,0,0.830769286,0.392,0.231,0,endothelial
RIPOR1,0,0.827872123,0.299,0.094,0,endothelial
CD93,0,0.822590725,0.207,0.015,0,endothelial
LRCH1,0,0.82207241,0.295,0.096,0,endothelial
CTTNBP2NL,0,0.817726376,0.274,0.065,0,endothelial
LRP5,0,0.817499511,0.296,0.107,0,endothelial
CSRP1,0,0.817269163,0.368,0.134,0,endothelial
PEAR1,0,0.816173353,0.247,0.02,0,endothelial
SPTBN5,0,0.814572556,0.251,0.054,0,endothelial
OCC1,0,0.811431521,0.284,0.072,0,endothelial
PNRC2,0,0.809596703,0.514,0.378,0,endothelial
NSG1,0,0.808339258,0.365,0.135,0,endothelial
RBPMS2,0,0.808179879,0.245,0.028,0,endothelial
FMNL3,0,0.807814713,0.268,0.057,0,endothelial
PDLIM5,0,0.807677789,0.304,0.137,0,endothelial
TNS2,0,0.807666494,0.389,0.224,0,endothelial
SPTBN1-AS-4,0,0.805995436,0.242,0.061,0,endothelial
BMP6li1,0,0.801669517,0.209,0.011,0,endothelial
IRAK3,0,0.801021595,0.29,0.11,0,endothelial
RAC1,0,0.797918024,0.562,0.425,0,endothelial
SIAH1,0,0.796405484,0.308,0.164,0,endothelial
TSPAN13,0,0.796121288,0.234,0.034,0,endothelial
GLUD1,0,0.795471004,0.423,0.277,0,endothelial
RUNX1T1,0,0.791759958,0.224,0.023,0,endothelial
SYNE2,0,0.790879223,0.475,0.31,0,endothelial
C1ORF21,0,0.790329039,0.44,0.302,0,endothelial
TRIM25,0,0.789646397,0.34,0.155,0,endothelial
CALR,0,0.787392779,0.652,0.521,0,endothelial
HOOK3,0,0.786622959,0.543,0.425,0,endothelial
NMUR1,0,0.783067285,0.209,0.009,0,endothelial
IGFBP4,0,0.781354285,0.38,0.152,0,endothelial
RAB10,0,0.777747521,0.576,0.469,0,endothelial
NRXN1,0,0.77767248,0.198,0.022,0,endothelial
MLRN,0,0.777089751,0.766,0.657,0,endothelial
LATS2,0,0.776192123,0.347,0.159,0,endothelial
CAMK2N1,0,0.775735269,0.413,0.145,0,endothelial
TANC1,0,0.774339564,0.28,0.111,0,endothelial
TFPI,0,0.774264855,0.287,0.045,0,endothelial
MGLLli1,0,0.773497006,0.223,0.024,0,endothelial
COMMD6li3,0,0.772127009,0.685,0.575,0,endothelial
DTL,0,0.772125801,0.201,0.062,0,endothelial
TFIP11,0,0.771653376,0.448,0.305,0,endothelial
SIRPA,0,0.771120445,0.349,0.115,0,endothelial
AKAP2,0,0.769691076,0.404,0.189,0,endothelial
CTNNA1,0,0.768463654,0.412,0.276,0,endothelial
PXN,0,0.767676269,0.288,0.093,0,endothelial
MMRN2,0,0.764369961,0.213,0.012,0,endothelial
BACE2,0,0.763467254,0.233,0.025,0,endothelial
S100A11,0,0.762580696,0.306,0.097,0,endothelial
SPATS2L,0,0.762189885,0.36,0.211,0,endothelial
BCL2L1,0,0.761232497,0.312,0.153,0,endothelial
EGR1,0,0.760917274,0.56,0.448,0,endothelial
NECTIN2,0,0.759479576,0.327,0.157,0,endothelial
FHL1,0,0.758356565,0.292,0.107,0,endothelial
EMP2,0,0.75722324,0.289,0.121,0,endothelial
PRKCH,0,0.756278306,0.318,0.081,0,endothelial
CEACAM16,0,0.755068897,0.22,0.059,0,endothelial
GAS2L1,0,0.753524846,0.294,0.12,0,endothelial
EFNB1,0,0.753372092,0.194,0.052,0,endothelial
ST3GAL2li1,0,0.752335,0.283,0.104,0,endothelial
RIN2,0,0.750505538,0.254,0.069,0,endothelial
VMN2R116li68,0,0.748719788,0.29,0.145,0,endothelial
DPYSL2,0,0.748220226,0.361,0.17,0,endothelial
NCOA7,0,0.747648237,0.331,0.184,0,endothelial
GALNT18,0,0.747043501,0.203,0.014,0,endothelial
VEGFC,0,0.746034815,0.2,0.05,0,endothelial
PTMA,0,0.742726729,0.922,0.826,0,endothelial
SERTAD1,0,0.741203262,0.347,0.171,0,endothelial
TRIM56,0,0.738623909,0.314,0.154,0,endothelial
HSPA5,0,0.738044439,0.678,0.562,0,endothelial
ABCC4,0,0.73592528,0.244,0.082,0,endothelial
BCAM,0,0.73578358,0.226,0.092,0,endothelial
RRAS,0,0.734899946,0.373,0.222,0,endothelial
CD9,0,0.734051569,0.397,0.17,0,endothelial
ANKS1A,0,0.733399025,0.292,0.133,0,endothelial
IPO11,0,0.73149474,0.228,0.065,0,endothelial
MYH9-AS-4,0,0.730526619,0.2,0.018,0,endothelial
ACSL5,0,0.729738625,0.231,0.045,0,endothelial
PXDN,0,0.728312652,0.218,0.021,0,endothelial
MEF2A,0,0.725875175,0.416,0.272,0,endothelial
TSORFli663,0,0.721451098,0.382,0.279,0,endothelial
BCAT1,0,0.71927602,0.338,0.15,0,endothelial
CYB5R3,0,0.717296658,0.39,0.264,0,endothelial
VAT1,0,0.716806564,0.388,0.257,0,endothelial
SPRED1,0,0.716687171,0.29,0.134,0,endothelial
CD2APli1,0,0.716241373,0.472,0.351,0,endothelial
LAMP2,0,0.71511086,0.408,0.262,0,endothelial
CA054,0,0.714755121,0.178,0.016,0,endothelial
HOXB7,0,0.714367948,0.26,0.073,0,endothelial
FZD8,0,0.712214331,0.206,0.022,0,endothelial
MPRIP,0,0.712068135,0.34,0.208,0,endothelial
DOCK6,0,0.711048806,0.216,0.029,0,endothelial
CLEC7A,0,0.706545466,0.25,0.048,0,endothelial
HLA-E,0,0.706408447,0.25,0.133,0,endothelial
CD40,0,0.706215781,0.21,0.025,0,endothelial
TMCC3,0,0.706189946,0.197,0.017,0,endothelial
VPS45,0,0.705958833,0.596,0.456,0,endothelial
TUBB5li3,0,0.705778911,0.343,0.185,0,endothelial
RBP7,0,0.705336721,0.124,0.009,0,endothelial
SLC22A23li1,0,0.702034002,0.213,0.05,0,endothelial
PLXNA2,0,0.701136173,0.209,0.034,0,endothelial
PTGES3li5,0,0.699916763,0.58,0.477,0,endothelial
AIDA,0,0.699440757,0.344,0.192,0,endothelial
HTRA1,0,0.699291922,0.344,0.096,0,endothelial
TRIB2,0,0.69532373,0.245,0.075,0,endothelial
MBNL2,0,0.695219575,0.437,0.334,0,endothelial
PLEKHG1,0,0.694394909,0.208,0.045,0,endothelial
IQCJ-SCHIP1li1,0,0.693718702,0.181,0.052,0,endothelial
SH2B3,0,0.689616886,0.336,0.152,0,endothelial
GIMAP7,0,0.68775334,0.636,0.256,0,endothelial
CALM1-AS-3,0,0.684879938,0.39,0.295,0,endothelial
FCHO2,0,0.680055091,0.324,0.177,0,endothelial
SHE,0,0.679213624,0.183,0.011,0,endothelial
LAPTM4A,0,0.67919285,0.561,0.452,0,endothelial
ECSCR,0,0.678991007,0.182,0.015,0,endothelial
AKT3,0,0.678838385,0.268,0.11,0,endothelial
ELOVL1li1,0,0.675513902,0.265,0.11,0,endothelial
QKI,0,0.675288716,0.56,0.454,0,endothelial
TMEM123,0,0.675277516,0.377,0.24,0,endothelial
POLE4,0,0.673046091,0.553,0.46,0,endothelial
MX2,0,0.672869926,0.47,0.307,0,endothelial
STX3,0,0.670213395,0.212,0.054,0,endothelial
WSB1li1,0,0.66818854,0.394,0.273,0,endothelial
SWAP70,0,0.667779761,0.282,0.146,0,endothelial
TMOD3,0,0.667266867,0.388,0.254,0,endothelial
HTRA4,0,0.667019601,0.172,0.013,0,endothelial
PPP1R16B,0,0.666776834,0.227,0.047,0,endothelial
UBE2D1,0,0.665690216,0.314,0.179,0,endothelial
LORF2li15,0,0.665061714,0.205,0.073,0,endothelial
SP110,0,0.664354717,0.286,0.116,0,endothelial
SMURF2,0,0.66241323,0.307,0.171,0,endothelial
HDAC7,0,0.661921299,0.275,0.123,0,endothelial
CAMSAP2,0,0.661092207,0.277,0.142,0,endothelial
DOK6,0,0.660849222,0.186,0.018,0,endothelial
KLF10,0,0.659905525,0.323,0.189,0,endothelial
SNAI1,0,0.659561933,0.185,0.028,0,endothelial
MXD4,0,0.659520399,0.364,0.233,0,endothelial
F2RL3,0,0.655099852,0.144,0.008,0,endothelial
PDLIM1,0,0.654553813,0.434,0.341,0,endothelial
UACA,0,0.654488828,0.189,0.024,0,endothelial
ETS2,0,0.648916653,0.561,0.408,0,endothelial
L1RE1li257,0,0.648301405,0.244,0.072,0,endothelial
FGFR1,0,0.648060874,0.296,0.105,0,endothelial
TBA1Bli1,0,0.646659328,0.652,0.543,0,endothelial
ROCK2,0,0.646539068,0.543,0.449,0,endothelial
ADAM22,0,0.642925658,0.182,0.039,0,endothelial
