"gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster"
"CLIC4",0,1.56416965202031,0.536,0.129,0,"endothelial"
"DLL4",0,1.55835299777596,0.412,0.032,0,"endothelial"
"LIFR",0,1.5578807110501,0.451,0.107,0,"endothelial"
"GGTA1",0,1.55536513972365,0.571,0.162,0,"endothelial"
"SEC14L1",0,1.55434704353749,0.718,0.428,0,"endothelial"
"HEG1",0,1.54260342607923,0.539,0.197,0,"endothelial"
"DDIT4",0,1.54226319612744,0.698,0.333,0,"endothelial"
"JCAD",0,1.53336441250483,0.493,0.132,0,"endothelial"
"CYYR1",0,1.52022044784659,0.418,0.022,0,"endothelial"
"CALM1li2",0,1.51416211439315,0.94,0.845,0,"endothelial"
"MT2",0,1.51356489739368,0.838,0.543,0,"endothelial"
"AHNAK",0,1.50597274213201,0.688,0.24,0,"endothelial"
"HES1",0,1.5026224748448,0.578,0.305,0,"endothelial"
"MT3",0,1.49816668161881,0.9,0.66,0,"endothelial"
"CDH5",0,1.49575515885447,0.427,0.03,0,"endothelial"
"TMEM204",0,1.49324918788588,0.434,0.037,0,"endothelial"
"ANGPTL4li1",0,1.49160909394749,0.461,0.194,0,"endothelial"
"ITGA9",0,1.49030170389742,0.465,0.089,0,"endothelial"
"MACF1",0,1.4650314215528,0.666,0.396,0,"endothelial"
"FKBP11",0,1.44529517722809,0.477,0.158,0,"endothelial"
"DNM3",0,1.43224433940972,0.34,0.043,0,"endothelial"
"PLAU",0,1.43200499535315,0.41,0.064,0,"endothelial"
"CHTOP",0,1.42576402342225,0.642,0.404,0,"endothelial"
"SFRP1",0,1.41789553416263,0.638,0.334,0,"endothelial"
"SEMA3F",0,1.41250324532399,0.418,0.042,0,"endothelial"
"SOX18",0,1.40810932928968,0.375,0.022,0,"endothelial"
"GJC3",0,1.40219041082214,0.413,0.038,0,"endothelial"
"TMEM47li1",0,1.40090031744986,0.439,0.18,0,"endothelial"
"CRIM1",0,1.3992625016062,0.444,0.116,0,"endothelial"
"FMNL2",0,1.39048900651271,0.476,0.164,0,"endothelial"
"KLF7",0,1.38803695006919,0.415,0.07,0,"endothelial"
"FRMD4B",0,1.38462983058517,0.431,0.082,0,"endothelial"
"ITPRIP",0,1.38181265525622,0.442,0.086,0,"endothelial"
"CABLES1li1",0,1.37730154607896,0.387,0.071,0,"endothelial"
"IFITM2",0,1.37372801958591,0.556,0.136,0,"endothelial"
"FCGRT",0,1.37023023352198,0.532,0.131,0,"endothelial"
"NRP2",0,1.35924053857526,0.431,0.067,0,"endothelial"
"ADGRL2",0,1.35922790584557,0.507,0.205,0,"endothelial"
"SH2D3C",0,1.35774672741528,0.438,0.065,0,"endothelial"
"RHOB",0,1.35413543136128,0.767,0.481,0,"endothelial"
"NCOA3",0,1.35379362872259,0.476,0.158,0,"endothelial"
"STC2",0,1.34333768118417,0.315,0.02,0,"endothelial"
"OSMR",0,1.34122334806492,0.411,0.065,0,"endothelial"
"HOXB3",0,1.3375911177685,0.436,0.098,0,"endothelial"
"CRIP2",0,1.33524220881284,0.441,0.075,0,"endothelial"
"ZBTB16",0,1.33420355091392,0.616,0.211,0,"endothelial"
"GATA6",0,1.33252675571731,0.498,0.224,0,"endothelial"
"MMD",0,1.3291721893344,0.46,0.162,0,"endothelial"
"HSPB1",0,1.32769125548315,0.75,0.476,0,"endothelial"
"CCM2L",0,1.3262519616923,0.378,0.035,0,"endothelial"
"RAPH1",0,1.32116319422366,0.382,0.054,0,"endothelial"
"FERMT2",0,1.31979069848583,0.575,0.282,0,"endothelial"
"CCDC85B",0,1.31977182088177,0.516,0.225,0,"endothelial"
"RAI14",0,1.31075656649873,0.385,0.047,0,"endothelial"
"TBXA2R",0,1.30611221512029,0.381,0.03,0,"endothelial"
"KLF9",0,1.30542523600685,0.603,0.294,0,"endothelial"
"TLR4",0,1.30430229923021,0.487,0.123,0,"endothelial"
"SEMA3D",0,1.30341083368385,0.434,0.11,0,"endothelial"
"ASAP1",0,1.30338515403132,0.472,0.172,0,"endothelial"
"EXOC3L2",0,1.30080050625642,0.365,0.021,0,"endothelial"
"ADAMTS1",0,1.29844429684044,0.362,0.052,0,"endothelial"
"TPM4",0,1.29003412925978,0.636,0.368,0,"endothelial"
"GPM6A",0,1.28806499967771,0.355,0.021,0,"endothelial"
"DAPK2",0,1.28429996066555,0.347,0.029,0,"endothelial"
"NSA2li30",0,1.27730428831864,0.292,0.084,0,"endothelial"
"RHOJ",0,1.27472648814859,0.36,0.03,0,"endothelial"
"IRX3",0,1.27356334626145,0.336,0.038,0,"endothelial"
"CASTOR1",0,1.2642136997845,0.425,0.125,0,"endothelial"
"CD300LG",0,1.26333591026087,0.314,0.018,0,"endothelial"
"PPP2R5A",0,1.2624704856994,0.525,0.25,0,"endothelial"
"RGS2",0,1.260413915243,0.657,0.386,0,"endothelial"
"ID1",0,1.25950557167502,0.404,0.109,0,"endothelial"
"ACER2",0,1.258782272757,0.353,0.054,0,"endothelial"
"TP53INP2",0,1.25812798952356,0.495,0.395,0,"endothelial"
"PTPRM",0,1.25128700135136,0.37,0.05,0,"endothelial"
"RASGRP3",0,1.24610205745329,0.334,0.025,0,"endothelial"
"EFNA1",0,1.24554301859336,0.441,0.142,0,"endothelial"
"ITGB1",0,1.24124885769104,0.713,0.495,0,"endothelial"
"SASH1",0,1.23811372687712,0.533,0.263,0,"endothelial"
"RASAL2",0,1.2339007414665,0.433,0.102,0,"endothelial"
"THY1",0,1.22885614144109,0.44,0.082,0,"endothelial"
"SOX17",0,1.22883735893,0.283,0.019,0,"endothelial"
"TACC1li1",0,1.21966817005634,0.413,0.112,0,"endothelial"
"SETD7",0,1.21663347306989,0.448,0.171,0,"endothelial"
"FAM107Ali1",0,1.21570313398215,0.327,0.018,0,"endothelial"
"ANXA5",0,1.21084220151568,0.675,0.416,0,"endothelial"
"PDK4",0,1.20683545083904,0.645,0.371,0,"endothelial"
"TMEM26",0,1.20334051434346,0.355,0.041,0,"endothelial"
"SDC4",0,1.20138882815467,0.515,0.189,0,"endothelial"
"DGKH",0,1.19505753938264,0.378,0.101,0,"endothelial"
"JAM3",0,1.19413133518353,0.381,0.071,0,"endothelial"
"PRCP",0,1.19399816813338,0.429,0.134,0,"endothelial"
"SNX9li1",0,1.18867004485434,0.544,0.301,0,"endothelial"
"TIE1",0,1.18840690633347,0.336,0.019,0,"endothelial"
"FLT4",0,1.18504858395559,0.329,0.022,0,"endothelial"
"IGFBP7",0,1.17976408799395,0.58,0.223,0,"endothelial"
"MYCT1",0,1.1796669253663,0.332,0.015,0,"endothelial"
"RAB13",0,1.17743582060783,0.57,0.375,0,"endothelial"
"PEA15",0,1.17715006327495,0.553,0.262,0,"endothelial"
"B2M",0,1.17496450860739,0.972,0.902,0,"endothelial"
"TYMS",0,1.17120571922737,0.367,0.058,0,"endothelial"
"TCF7L1",0,1.16899461569524,0.341,0.028,0,"endothelial"
"DYSF",0,1.165168862389,0.331,0.019,0,"endothelial"
"CNN3li2",0,1.15747336267714,0.732,0.481,0,"endothelial"
"PARVB",0,1.15376611731641,0.376,0.081,0,"endothelial"
"PTGES",0,1.15094307135867,0.361,0.064,0,"endothelial"
"PLPP1",0,1.15076677226353,0.599,0.369,0,"endothelial"
"ZCCHC24",0,1.14583061652524,0.475,0.215,0,"endothelial"
"SEMA6A",0,1.14530274004356,0.339,0.047,0,"endothelial"
"TAGLN2",0,1.13676465090702,0.542,0.233,0,"endothelial"
"HLA-B",0,1.13654590954567,0.523,0.207,0,"endothelial"
"1A01li1",0,1.13586145077231,0.913,0.702,0,"endothelial"
"SRGN",0,1.12985183584665,0.864,0.382,0,"endothelial"
"ZEB1",0,1.12975255112167,0.466,0.202,0,"endothelial"
"1A01li6",0,1.12609561897627,0.517,0.225,0,"endothelial"
"RPS6KA3",0,1.12431351754913,0.485,0.267,0,"endothelial"
"HES2",0,1.10928662398152,0.284,0.013,0,"endothelial"
"FZD4",0,1.10618325032994,0.341,0.05,0,"endothelial"
"INPP1",0,1.10218061130075,0.388,0.135,0,"endothelial"
"TM4SF18",0,1.09977061695479,0.295,0.014,0,"endothelial"
"MINDY2",0,1.09933163332282,0.5,0.262,0,"endothelial"
"BCL6B",0,1.09849058905831,0.284,0.02,0,"endothelial"
"STAB1",0,1.09641983908888,0.325,0.039,0,"endothelial"
"RBMS2",0,1.09545916115121,0.361,0.088,0,"endothelial"
"ORAI1",0,1.09457686590988,0.397,0.118,0,"endothelial"
"TAL1",0,1.09328341914565,0.262,0.012,0,"endothelial"
"CD99",0,1.08428942041651,0.471,0.138,0,"endothelial"
"SMTN",0,1.0782842896562,0.321,0.034,0,"endothelial"
"CYP26B1",0,1.07312308163062,0.186,0.011,0,"endothelial"
"CPNE8",0,1.07255296258591,0.326,0.039,0,"endothelial"
"RNASE4",0,1.0713401565598,0.475,0.109,0,"endothelial"
"KIAA0355",0,1.06476912361751,0.437,0.194,0,"endothelial"
"ULK2",0,1.06123655253659,0.494,0.247,0,"endothelial"
"LGALS9",0,1.05905692123507,0.387,0.087,0,"endothelial"
"SLCO2A1",0,1.05892455336599,0.265,0.018,0,"endothelial"
"CS012",0,1.05040820395496,0.365,0.107,0,"endothelial"
"OSBPL1A",0,1.04519758369235,0.353,0.091,0,"endothelial"
"PSMB9",0,1.04479453261931,0.539,0.204,0,"endothelial"
"KCTD12li5",0,1.04470760857881,0.397,0.136,0,"endothelial"
"RBMS3li1",0,1.04196873682438,0.35,0.049,0,"endothelial"
"CCDC50",0,1.03665858602933,0.634,0.381,0,"endothelial"
"CDA",0,1.03645141235226,0.291,0.017,0,"endothelial"
"CMTM1",0,1.03549711269632,0.455,0.217,0,"endothelial"
"PTPRG",0,1.03401539807866,0.429,0.249,0,"endothelial"
"EPHB4",0,1.03301921508118,0.293,0.018,0,"endothelial"
"TMEM98",0,1.02947404497704,0.462,0.241,0,"endothelial"
"GRB10",0,1.02903751280786,0.288,0.048,0,"endothelial"
"NRP1",0,1.02893468565615,0.289,0.045,0,"endothelial"
"LORF2li312",0,1.02849757539,0.427,0.292,0,"endothelial"
"TNFSF10",0,1.02620203795111,0.344,0.065,0,"endothelial"
"SMAD4",0,1.02443775790102,0.468,0.274,0,"endothelial"
"SERINC3",0,1.01945671208339,0.691,0.534,0,"endothelial"
"NFIB",0,1.01427446237836,0.569,0.36,0,"endothelial"
"PCDH12",0,1.01369540187877,0.284,0.013,0,"endothelial"
"PTPN14",0,1.01257790999846,0.327,0.094,0,"endothelial"
"SOCS5",0,1.01065824594943,0.433,0.23,0,"endothelial"
"ARHGEF15",0,1.01049450606011,0.279,0.015,0,"endothelial"
"APBB2",0,1.01044387080887,0.567,0.266,0,"endothelial"
"MGAT4B",0,1.00746675030601,0.435,0.21,0,"endothelial"
"NTAN1li1",0,1.00325124400514,0.53,0.29,0,"endothelial"
"EMID1",0,1.00034241727914,0.288,0.032,0,"endothelial"
"SELP",0,0.996732728067689,0.255,0.018,0,"endothelial"
"FAM171A1",0,0.992195228547675,0.269,0.029,0,"endothelial"
"PNP",0,0.99108814218263,0.408,0.139,0,"endothelial"
"STC1",0,0.987820859474842,0.205,0.02,0,"endothelial"
"FAM107B",0,0.984326658165421,0.615,0.326,0,"endothelial"
"CDC42EP1",0,0.98220150070924,0.374,0.117,0,"endothelial"
"MSRB3",0,0.976114997904436,0.29,0.027,0,"endothelial"
"SERPINH1",0,0.975948120572923,0.431,0.21,0,"endothelial"
"SPTAN1",0,0.975513332226925,0.405,0.175,0,"endothelial"
"NUP93",0,0.964437362363911,0.332,0.111,0,"endothelial"
"NMT2li1",0,0.961596808361207,0.273,0.035,0,"endothelial"
"CAV2",0,0.95825522554508,0.312,0.087,0,"endothelial"
"NR2F1",0,0.955070850282874,0.222,0.038,0,"endothelial"
"ARL4Ali1",0,0.950010032305973,0.345,0.143,0,"endothelial"
"HIF3A",0,0.94738654462354,0.32,0.061,0,"endothelial"
"PLXND1",0,0.945687546831815,0.336,0.09,0,"endothelial"
"LIMS2",0,0.943873175665599,0.284,0.031,0,"endothelial"
"CLEC2L",0,0.943050738815684,0.294,0.076,0,"endothelial"
"DTNBP1",0,0.940777205610111,0.309,0.083,0,"endothelial"
"AOPEP",0,0.938597302218148,0.475,0.291,0,"endothelial"
"NEDD4li1",0,0.936181451898178,0.276,0.037,0,"endothelial"
"CAVIN1",0,0.932972846089306,0.295,0.036,0,"endothelial"
"ITM2B",0,0.930912072450745,0.892,0.829,0,"endothelial"
"ROBO4",0,0.930448302090363,0.257,0.017,0,"endothelial"
"ADAMTS9",0,0.928059482288159,0.372,0.172,0,"endothelial"
"PDE7B",0,0.927880781154935,0.246,0.023,0,"endothelial"
"NUMB",0,0.923918733188215,0.354,0.135,0,"endothelial"
"SULF2",0,0.923822198664207,0.309,0.082,0,"endothelial"
"SLK",0,0.923526851077338,0.453,0.286,0,"endothelial"
"POMP",0,0.918517535721074,0.695,0.561,0,"endothelial"
"PCDH17",0,0.917888661156677,0.292,0.053,0,"endothelial"
"NCKAP1",0,0.910348720272154,0.447,0.273,0,"endothelial"
"SNRKli1",0,0.896644508334324,0.43,0.252,0,"endothelial"
"GPIHBP1",0,0.8934727261628,0.263,0.041,0,"endothelial"
"FSCN1",0,0.887627122543468,0.263,0.04,0,"endothelial"
"PPIP5K2",0,0.885802170453038,0.348,0.194,0,"endothelial"
"SMOC1",0,0.883884030167726,0.242,0.017,0,"endothelial"
"MAPK3",0,0.881605694281703,0.401,0.19,0,"endothelial"
"NRARP",0,0.880102633454669,0.234,0.014,0,"endothelial"
"PLSCR4",0,0.879647182156267,0.349,0.107,0,"endothelial"
"ACTN1",0,0.878468549159199,0.309,0.08,0,"endothelial"
"TP53INP1",0,0.877606580910305,0.484,0.247,0,"endothelial"
"SYPL1",0,0.873481950837969,0.484,0.329,0,"endothelial"
"C1QTNF5",0,0.87282443203699,0.264,0.041,0,"endothelial"
"RAP1A",0,0.871749953410143,0.59,0.405,0,"endothelial"
"ARHGAP26",0,0.870713420195659,0.365,0.12,0,"endothelial"
"PTTG1IP",0,0.869599440539761,0.513,0.35,0,"endothelial"
"STOX2",0,0.862105383989324,0.254,0.053,0,"endothelial"
"SELENOM",0,0.861622302639047,0.525,0.335,0,"endothelial"
"ACADL",0,0.858654518076264,0.308,0.077,0,"endothelial"
"GRASP",0,0.857683083170877,0.289,0.053,0,"endothelial"
"XDH",0,0.855855484106756,0.208,0.016,0,"endothelial"
"ARAP3",0,0.855251470311134,0.247,0.025,0,"endothelial"
"PPM1F",0,0.854249550094495,0.272,0.056,0,"endothelial"
"FNBP1L",0,0.852830240643151,0.455,0.284,0,"endothelial"
"MYO6",0,0.852813617239678,0.373,0.209,0,"endothelial"
"EGLN3",0,0.852684830204545,0.228,0.046,0,"endothelial"
"ZNF366",0,0.846876824969054,0.234,0.018,0,"endothelial"
"CTNND1",0,0.846309914866737,0.381,0.202,0,"endothelial"
"PBX1",0,0.845047939519443,0.456,0.312,0,"endothelial"
"GPRC5B",0,0.84374963504491,0.248,0.027,0,"endothelial"
"C1ORF54",0,0.843098986561904,0.217,0.02,0,"endothelial"
"HSP90B1li3",0,0.841055185637412,0.807,0.713,0,"endothelial"
"SCPEP1",0,0.840233207227364,0.5,0.338,0,"endothelial"
"ETS1",0,0.838494646452789,0.408,0.119,0,"endothelial"
"ADAM10",0,0.837821910411376,0.391,0.222,0,"endothelial"
"RBMS1",0,0.837035835936901,0.439,0.233,0,"endothelial"
"INKA1",0,0.836461646035824,0.228,0.022,0,"endothelial"
"SKI",0,0.835290251800987,0.374,0.171,0,"endothelial"
"CASKIN2",0,0.834311485961556,0.319,0.131,0,"endothelial"
"CTSLli3",0,0.833950590333459,0.651,0.418,0,"endothelial"
"RCAN1",0,0.833388863535518,0.399,0.171,0,"endothelial"
"RASGRF2",0,0.832732779149108,0.226,0.012,0,"endothelial"
"CPE",0,0.832594597280171,0.371,0.121,0,"endothelial"
"N4BP1",0,0.830769285506382,0.392,0.231,0,"endothelial"
"RIPOR1",0,0.827872123349522,0.299,0.094,0,"endothelial"
"CD93",0,0.822590725300203,0.207,0.015,0,"endothelial"
"LRCH1",0,0.822072409977804,0.295,0.096,0,"endothelial"
"CTTNBP2NL",0,0.817726375643713,0.274,0.065,0,"endothelial"
"LRP5",0,0.81749951052741,0.296,0.107,0,"endothelial"
"CSRP1",0,0.817269162655173,0.368,0.134,0,"endothelial"
"PEAR1",0,0.816173353440677,0.247,0.02,0,"endothelial"
"SPTBN5",0,0.814572556483968,0.251,0.054,0,"endothelial"
"OCC1",0,0.811431520731226,0.284,0.072,0,"endothelial"
"PNRC2",0,0.809596703257054,0.514,0.378,0,"endothelial"
"NSG1",0,0.808339257860306,0.365,0.135,0,"endothelial"
"RBPMS2",0,0.808179878792675,0.245,0.028,0,"endothelial"
"FMNL3",0,0.807814712740822,0.268,0.057,0,"endothelial"
"PDLIM5",0,0.807677789352926,0.304,0.137,0,"endothelial"
"TNS2",0,0.807666493725798,0.389,0.224,0,"endothelial"
"SPTBN1-AS-4",0,0.805995436252147,0.242,0.061,0,"endothelial"
"BMP6li1",0,0.80166951728789,0.209,0.011,0,"endothelial"
"IRAK3",0,0.801021594701034,0.29,0.11,0,"endothelial"
"RAC1",0,0.797918024169309,0.562,0.425,0,"endothelial"
"SIAH1",0,0.796405483766033,0.308,0.164,0,"endothelial"
"TSPAN13",0,0.79612128767906,0.234,0.034,0,"endothelial"
"GLUD1",0,0.795471003762596,0.423,0.277,0,"endothelial"
"RUNX1T1",0,0.791759958463864,0.224,0.023,0,"endothelial"
"SYNE2",0,0.790879223434218,0.475,0.31,0,"endothelial"
"C1ORF21",0,0.790329039251894,0.44,0.302,0,"endothelial"
"TRIM25",0,0.789646396509879,0.34,0.155,0,"endothelial"
"CALR",0,0.787392779108017,0.652,0.521,0,"endothelial"
"HOOK3",0,0.786622958956972,0.543,0.425,0,"endothelial"
"NMUR1",0,0.783067284833306,0.209,0.009,0,"endothelial"
"IGFBP4",0,0.781354285363627,0.38,0.152,0,"endothelial"
"RAB10",0,0.777747520500648,0.576,0.469,0,"endothelial"
"NRXN1",0,0.777672479549727,0.198,0.022,0,"endothelial"
"MLRN",0,0.777089751138258,0.766,0.657,0,"endothelial"
"LATS2",0,0.776192122868012,0.347,0.159,0,"endothelial"
"CAMK2N1",0,0.775735269193939,0.413,0.145,0,"endothelial"
"TANC1",0,0.774339563547403,0.28,0.111,0,"endothelial"
"TFPI",0,0.774264854679357,0.287,0.045,0,"endothelial"
"MGLLli1",0,0.773497005581903,0.223,0.024,0,"endothelial"
"COMMD6li3",0,0.772127008947083,0.685,0.575,0,"endothelial"
"DTL",0,0.772125801238651,0.201,0.062,0,"endothelial"
"TFIP11",0,0.771653375955622,0.448,0.305,0,"endothelial"
"SIRPA",0,0.771120444922601,0.349,0.115,0,"endothelial"
"AKAP2",0,0.769691075681162,0.404,0.189,0,"endothelial"
"CTNNA1",0,0.768463654291803,0.412,0.276,0,"endothelial"
"PXN",0,0.767676268694689,0.288,0.093,0,"endothelial"
"MMRN2",0,0.76436996122326,0.213,0.012,0,"endothelial"
"BACE2",0,0.763467254213347,0.233,0.025,0,"endothelial"
"S100A11",0,0.76258069558714,0.306,0.097,0,"endothelial"
"SPATS2L",0,0.762189885400994,0.36,0.211,0,"endothelial"
"BCL2L1",0,0.761232496962254,0.312,0.153,0,"endothelial"
"EGR1",0,0.760917274479879,0.56,0.448,0,"endothelial"
"NECTIN2",0,0.759479575543061,0.327,0.157,0,"endothelial"
"FHL1",0,0.758356564609157,0.292,0.107,0,"endothelial"
"EMP2",0,0.757223240039655,0.289,0.121,0,"endothelial"
"PRKCH",0,0.756278306289836,0.318,0.081,0,"endothelial"
"CEACAM16",0,0.755068896575332,0.22,0.059,0,"endothelial"
"GAS2L1",0,0.753524845642626,0.294,0.12,0,"endothelial"
"EFNB1",0,0.753372092167554,0.194,0.052,0,"endothelial"
"ST3GAL2li1",0,0.752335000419271,0.283,0.104,0,"endothelial"
"RIN2",0,0.75050553830098,0.254,0.069,0,"endothelial"
"VMN2R116li68",0,0.7487197879241,0.29,0.145,0,"endothelial"
"DPYSL2",0,0.748220225646815,0.361,0.17,0,"endothelial"
"NCOA7",0,0.747648236936799,0.331,0.184,0,"endothelial"
"GALNT18",0,0.747043501141495,0.203,0.014,0,"endothelial"
"VEGFC",0,0.746034815436452,0.2,0.05,0,"endothelial"
"PTMA",0,0.742726728890712,0.922,0.826,0,"endothelial"
"SERTAD1",0,0.741203261780057,0.347,0.171,0,"endothelial"
"TRIM56",0,0.738623909402016,0.314,0.154,0,"endothelial"
"HSPA5",0,0.738044438844966,0.678,0.562,0,"endothelial"
"ABCC4",0,0.735925279688358,0.244,0.082,0,"endothelial"
"BCAM",0,0.735783580366184,0.226,0.092,0,"endothelial"
"RRAS",0,0.734899946438662,0.373,0.222,0,"endothelial"
"CD9",0,0.734051568945152,0.397,0.17,0,"endothelial"
"ANKS1A",0,0.733399025451847,0.292,0.133,0,"endothelial"
"IPO11",0,0.731494739549725,0.228,0.065,0,"endothelial"
